,Area,Element,Item,Year,hg/ha_yield,pesticides_tonnes,average_rain_fall_mm_per_year,avg_temp
27009,Turkey,Yield,Maize,2009,71878,37651.15,593.0,14.95
27010,Turkey,Yield,Maize,2009,71878,37651.15,593.0,18.41
27011,Turkey,Yield,Apple,2009,305986,37651.15,593.0,19.94
27012,Turkey,Yield,Apple,2009,305986,37651.15,593.0,11.63
27013,Turkey,Yield,Apple,2009,305986,37651.15,593.0,12.75
27014,Turkey,Yield,Apple,2009,305986,37651.15,593.0,14.95
27015,Turkey,Yield,Apple,2009,305986,37651.15,593.0,18.41
27016,Turkey,Yield,"Rice, paddy",2009,77765,37651.15,593.0,19.94
27017,Turkey,Yield,"Rice, paddy",2009,77765,37651.15,593.0,11.63
27018,Turkey,Yield,"Rice, paddy",2009,77765,37651.15,593.0,12.75
27019,Turkey,Yield,"Rice, paddy",2009,77765,37651.15,593.0,14.95
27020,Turkey,Yield,"Rice, paddy",2009,77765,37651.15,593.0,18.41
27021,Turkey,Yield,Sorghum,2009,51316,37651.15,593.0,19.94
27022,Turkey,Yield,Sorghum,2009,51316,37651.15,593.0,11.63
27023,Turkey,Yield,Sorghum,2009,51316,37651.15,593.0,12.75
27024,Turkey,Yield,Sorghum,2009,51316,37651.15,593.0,14.95
27025,Turkey,Yield,Sorghum,2009,51316,37651.15,593.0,18.41
27026,Turkey,Yield,Soybeans,2009,36570,37651.15,593.0,19.94
27027,Turkey,Yield,Soybeans,2009,36570,37651.15,593.0,11.63
27028,Turkey,Yield,Soybeans,2009,36570,37651.15,593.0,12.75
27029,Turkey,Yield,Soybeans,2009,36570,37651.15,593.0,14.95
27030,Turkey,Yield,Soybeans,2009,36570,37651.15,593.0,18.41
27031,Turkey,Yield,lentil,2009,25667,37651.15,593.0,19.94
27032,Turkey,Yield,lentil,2009,25667,37651.15,593.0,11.63
27033,Turkey,Yield,lentil,2009,25667,37651.15,593.0,12.75
27034,Turkey,Yield,lentil,2009,25667,37651.15,593.0,14.95
27035,Turkey,Yield,lentil,2009,25667,37651.15,593.0,18.41
27036,Turkey,Yield,Maize,2010,72614,38554.69,593.0,21.02
27037,Turkey,Yield,Maize,2010,72614,38554.69,593.0,13.27
27038,Turkey,Yield,Maize,2010,72614,38554.69,593.0,13.8
27039,Turkey,Yield,Maize,2010,72614,38554.69,593.0,15.6
27040,Turkey,Yield,Maize,2010,72614,38554.69,593.0,19.27
27041,Turkey,Yield,Apple,2010,323303,38554.69,593.0,21.02
27042,Turkey,Yield,Apple,2010,323303,38554.69,593.0,13.27
27043,Turkey,Yield,Apple,2010,323303,38554.69,593.0,13.8
27044,Turkey,Yield,Apple,2010,323303,38554.69,593.0,15.6
27045,Turkey,Yield,Apple,2010,323303,38554.69,593.0,19.27
27046,Turkey,Yield,"Rice, paddy",2010,86899,38554.69,593.0,21.02
27047,Turkey,Yield,"Rice, paddy",2010,86899,38554.69,593.0,13.27
27048,Turkey,Yield,"Rice, paddy",2010,86899,38554.69,593.0,13.8
27049,Turkey,Yield,"Rice, paddy",2010,86899,38554.69,593.0,15.6
27050,Turkey,Yield,"Rice, paddy",2010,86899,38554.69,593.0,19.27
27051,Turkey,Yield,Sorghum,2010,70968,38554.69,593.0,21.02
27052,Turkey,Yield,Sorghum,2010,70968,38554.69,593.0,13.27
27053,Turkey,Yield,Sorghum,2010,70968,38554.69,593.0,13.8
27054,Turkey,Yield,Sorghum,2010,70968,38554.69,593.0,15.6
27055,Turkey,Yield,Sorghum,2010,70968,38554.69,593.0,19.27
27056,Turkey,Yield,Soybeans,2010,36869,38554.69,593.0,21.02
27057,Turkey,Yield,Soybeans,2010,36869,38554.69,593.0,13.27
27058,Turkey,Yield,Soybeans,2010,36869,38554.69,593.0,13.8
27059,Turkey,Yield,Soybeans,2010,36869,38554.69,593.0,15.6
27060,Turkey,Yield,Soybeans,2010,36869,38554.69,593.0,19.27
27061,Turkey,Yield,lentil,2010,24400,38554.69,593.0,21.02
27062,Turkey,Yield,lentil,2010,24400,38554.69,593.0,13.27
27063,Turkey,Yield,lentil,2010,24400,38554.69,593.0,13.8
27064,Turkey,Yield,lentil,2010,24400,38554.69,593.0,15.6
27065,Turkey,Yield,lentil,2010,24400,38554.69,593.0,19.27
27066,Turkey,Yield,Maize,2011,71707,39534.43,593.0,19.36
27067,Turkey,Yield,Maize,2011,71707,39534.43,593.0,10.39
27068,Turkey,Yield,Maize,2011,71707,39534.43,593.0,11.6
27069,Turkey,Yield,Maize,2011,71707,39534.43,593.0,13.65
27070,Turkey,Yield,Maize,2011,71707,39534.43,593.0,17.6
27071,Turkey,Yield,Apple,2011,324041,39534.43,593.0,19.36
27072,Turkey,Yield,Apple,2011,324041,39534.43,593.0,10.39
27073,Turkey,Yield,Apple,2011,324041,39534.43,593.0,11.6
27074,Turkey,Yield,Apple,2011,324041,39534.43,593.0,13.65
27075,Turkey,Yield,Apple,2011,324041,39534.43,593.0,17.6
27076,Turkey,Yield,"Rice, paddy",2011,90559,39534.43,593.0,19.36
27077,Turkey,Yield,"Rice, paddy",2011,90559,39534.43,593.0,10.39
27078,Turkey,Yield,"Rice, paddy",2011,90559,39534.43,593.0,11.6
27079,Turkey,Yield,"Rice, paddy",2011,90559,39534.43,593.0,13.65
27080,Turkey,Yield,"Rice, paddy",2011,90559,39534.43,593.0,17.6
27081,Turkey,Yield,Sorghum,2011,69231,39534.43,593.0,19.36
27082,Turkey,Yield,Sorghum,2011,69231,39534.43,593.0,10.39
27083,Turkey,Yield,Sorghum,2011,69231,39534.43,593.0,11.6
27084,Turkey,Yield,Sorghum,2011,69231,39534.43,593.0,13.65
27085,Turkey,Yield,Sorghum,2011,69231,39534.43,593.0,17.6
27086,Turkey,Yield,Soybeans,2011,38704,39534.43,593.0,19.36
27087,Turkey,Yield,Soybeans,2011,38704,39534.43,593.0,10.39
27088,Turkey,Yield,Soybeans,2011,38704,39534.43,593.0,11.6
27089,Turkey,Yield,Soybeans,2011,38704,39534.43,593.0,13.65
27090,Turkey,Yield,Soybeans,2011,38704,39534.43,593.0,17.6
27091,Turkey,Yield,lentil,2011,27038,39534.43,593.0,19.36
27092,Turkey,Yield,lentil,2011,27038,39534.43,593.0,10.39
27093,Turkey,Yield,lentil,2011,27038,39534.43,593.0,11.6
27094,Turkey,Yield,lentil,2011,27038,39534.43,593.0,13.65
27095,Turkey,Yield,lentil,2011,27038,39534.43,593.0,17.6
27096,Turkey,Yield,Maize,2012,73884,42610.59,593.0,19.92
27097,Turkey,Yield,Maize,2012,73884,42610.59,593.0,11.45
27098,Turkey,Yield,Maize,2012,73884,42610.59,593.0,12.71
27099,Turkey,Yield,Maize,2012,73884,42610.59,593.0,14.97
27100,Turkey,Yield,Maize,2012,73884,42610.59,593.0,18.54
27101,Turkey,Yield,Apple,2012,280384,42610.59,593.0,19.92
27102,Turkey,Yield,Apple,2012,280384,42610.59,593.0,11.45
27103,Turkey,Yield,Apple,2012,280384,42610.59,593.0,12.71
27104,Turkey,Yield,Apple,2012,280384,42610.59,593.0,14.97
27105,Turkey,Yield,Apple,2012,280384,42610.59,593.0,18.54
27106,Turkey,Yield,"Rice, paddy",2012,73539,42610.59,593.0,19.92
27107,Turkey,Yield,"Rice, paddy",2012,73539,42610.59,593.0,11.45
27108,Turkey,Yield,"Rice, paddy",2012,73539,42610.59,593.0,12.71
27109,Turkey,Yield,"Rice, paddy",2012,73539,42610.59,593.0,14.97
27110,Turkey,Yield,"Rice, paddy",2012,73539,42610.59,593.0,18.54
27111,Turkey,Yield,Sorghum,2012,76000,42610.59,593.0,19.92
27112,Turkey,Yield,Sorghum,2012,76000,42610.59,593.0,11.45
27113,Turkey,Yield,Sorghum,2012,76000,42610.59,593.0,12.71
27114,Turkey,Yield,Sorghum,2012,76000,42610.59,593.0,14.97
27115,Turkey,Yield,Sorghum,2012,76000,42610.59,593.0,18.54
27116,Turkey,Yield,Soybeans,2012,36394,42610.59,593.0,19.92
27117,Turkey,Yield,Soybeans,2012,36394,42610.59,593.0,11.45
27118,Turkey,Yield,Soybeans,2012,36394,42610.59,593.0,12.71
27119,Turkey,Yield,Soybeans,2012,36394,42610.59,593.0,14.97
27120,Turkey,Yield,Soybeans,2012,36394,42610.59,593.0,18.54
27121,Turkey,Yield,lentil,2012,26723,42610.59,593.0,19.92
27122,Turkey,Yield,lentil,2012,26723,42610.59,593.0,11.45
27123,Turkey,Yield,lentil,2012,26723,42610.59,593.0,12.71
27124,Turkey,Yield,lentil,2012,26723,42610.59,593.0,14.97
27125,Turkey,Yield,lentil,2012,26723,42610.59,593.0,18.54
27126,Turkey,Yield,Maize,2013,89499,39440.0,593.0,20.22
27127,Turkey,Yield,Maize,2013,89499,39440.0,593.0,13.27
27128,Turkey,Yield,Maize,2013,89499,39440.0,593.0,14.07
27129,Turkey,Yield,Maize,2013,89499,39440.0,593.0,16.02
27130,Turkey,Yield,Maize,2013,89499,39440.0,593.0,19.21
27131,Turkey,Yield,Apple,2013,315329,39440.0,593.0,20.22
27132,Turkey,Yield,Apple,2013,315329,39440.0,593.0,13.27
27133,Turkey,Yield,Apple,2013,315329,39440.0,593.0,14.07
27134,Turkey,Yield,Apple,2013,315329,39440.0,593.0,16.02
27135,Turkey,Yield,Apple,2013,315329,39440.0,593.0,19.21
27136,Turkey,Yield,"Rice, paddy",2013,81380,39440.0,593.0,20.22
27137,Turkey,Yield,"Rice, paddy",2013,81380,39440.0,593.0,13.27
27138,Turkey,Yield,"Rice, paddy",2013,81380,39440.0,593.0,14.07
27139,Turkey,Yield,"Rice, paddy",2013,81380,39440.0,593.0,16.02
27140,Turkey,Yield,"Rice, paddy",2013,81380,39440.0,593.0,19.21
27141,Turkey,Yield,Sorghum,2013,26544,39440.0,593.0,20.22
27142,Turkey,Yield,Sorghum,2013,26544,39440.0,593.0,13.27
27143,Turkey,Yield,Sorghum,2013,26544,39440.0,593.0,14.07
27144,Turkey,Yield,Sorghum,2013,26544,39440.0,593.0,16.02
27145,Turkey,Yield,Sorghum,2013,26544,39440.0,593.0,19.21
27146,Turkey,Yield,Soybeans,2013,41609,39440.0,593.0,20.22
27147,Turkey,Yield,Soybeans,2013,41609,39440.0,593.0,13.27
27148,Turkey,Yield,Soybeans,2013,41609,39440.0,593.0,14.07
27149,Turkey,Yield,Soybeans,2013,41609,39440.0,593.0,16.02
27150,Turkey,Yield,Soybeans,2013,41609,39440.0,593.0,19.21
27151,Turkey,Yield,lentil,2013,28451,39440.0,593.0,20.22
27152,Turkey,Yield,lentil,2013,28451,39440.0,593.0,13.27
27153,Turkey,Yield,lentil,2013,28451,39440.0,593.0,14.07
27154,Turkey,Yield,lentil,2013,28451,39440.0,593.0,16.02
27155,Turkey,Yield,lentil,2013,28451,39440.0,593.0,19.21
27156,Uganda,Yield,Cassava,1990,83010,72.0,1180.0,23.36
27157,Uganda,Yield,Maize,1990,15012,72.0,1180.0,23.36
27158,Uganda,Yield,Plantains and Bananas,1990,56499,72.0,1180.0,23.36
27159,Uganda,Yield,Apple,1990,70000,72.0,1180.0,23.36
27160,Uganda,Yield,"Rice, paddy",1990,13846,72.0,1180.0,23.36
27161,Uganda,Yield,Sorghum,1990,15000,72.0,1180.0,23.36
27162,Uganda,Yield,Soybeans,1990,9927,72.0,1180.0,23.36
27163,Uganda,Yield,Sweet potatoes,1990,41009,72.0,1180.0,23.36
27164,Uganda,Yield,lentil,1990,20000,72.0,1180.0,23.36
27165,Uganda,Yield,Cassava,1991,83008,72.0,1180.0,23.3
27166,Uganda,Yield,Maize,1991,13500,72.0,1180.0,23.3
27167,Uganda,Yield,Plantains and Bananas,1991,56503,72.0,1180.0,23.3
27168,Uganda,Yield,Apple,1991,71885,72.0,1180.0,23.3
27169,Uganda,Yield,"Rice, paddy",1991,13556,72.0,1180.0,23.3
27170,Uganda,Yield,Sorghum,1991,14819,72.0,1180.0,23.3
27171,Uganda,Yield,Soybeans,1991,10926,72.0,1180.0,23.3
27172,Uganda,Yield,Sweet potatoes,1991,41978,72.0,1180.0,23.3
27173,Uganda,Yield,lentil,1991,18000,72.0,1180.0,23.3
27174,Uganda,Yield,Cassava,1992,80000,72.0,1180.0,23.46
27175,Uganda,Yield,Maize,1992,15000,72.0,1180.0,23.46
27176,Uganda,Yield,Plantains and Bananas,1992,53502,72.0,1180.0,23.46
27177,Uganda,Yield,Apple,1992,72432,72.0,1180.0,23.46
27178,Uganda,Yield,"Rice, paddy",1992,13600,72.0,1180.0,23.46
27179,Uganda,Yield,Sorghum,1992,15000,72.0,1180.0,23.46
27180,Uganda,Yield,Soybeans,1992,10000,72.0,1180.0,23.46
27181,Uganda,Yield,Sweet potatoes,1992,43100,72.0,1180.0,23.46
27182,Uganda,Yield,lentil,1992,17600,72.0,1180.0,23.46
27183,Uganda,Yield,Cassava,1993,85068,71.0,1180.0,23.62
27184,Uganda,Yield,Maize,1993,15984,71.0,1180.0,23.62
27185,Uganda,Yield,Plantains and Bananas,1993,55255,71.0,1180.0,23.62
27186,Uganda,Yield,Apple,1993,80000,71.0,1180.0,23.62
27187,Uganda,Yield,"Rice, paddy",1993,13962,71.0,1180.0,23.62
27188,Uganda,Yield,Sorghum,1993,15020,71.0,1180.0,23.62
27189,Uganda,Yield,Soybeans,1993,10308,71.0,1180.0,23.62
27190,Uganda,Yield,Sweet potatoes,1993,42565,71.0,1180.0,23.62
27191,Uganda,Yield,lentil,1993,18000,71.0,1180.0,23.62
27192,Uganda,Yield,Cassava,1994,65000,59.0,1180.0,23.6
27193,Uganda,Yield,Maize,1994,15098,59.0,1180.0,23.6
27194,Uganda,Yield,Plantains and Bananas,1994,56667,59.0,1180.0,23.6
27195,Uganda,Yield,Apple,1994,83636,59.0,1180.0,23.6
27196,Uganda,Yield,"Rice, paddy",1994,14000,59.0,1180.0,23.6
27197,Uganda,Yield,Sorghum,1994,15000,59.0,1180.0,23.6
27198,Uganda,Yield,Soybeans,1994,11029,59.0,1180.0,23.6
27199,Uganda,Yield,Sweet potatoes,1994,45011,59.0,1180.0,23.6
27200,Uganda,Yield,lentil,1994,18000,59.0,1180.0,23.6
27201,Uganda,Yield,Cassava,1995,66988,88.0,1180.0,23.72
27202,Uganda,Yield,Maize,1995,15989,88.0,1180.0,23.72
27203,Uganda,Yield,Plantains and Bananas,1995,59603,88.0,1180.0,23.72
27204,Uganda,Yield,Apple,1995,80400,88.0,1180.0,23.72
27205,Uganda,Yield,"Rice, paddy",1995,14000,88.0,1180.0,23.72
27206,Uganda,Yield,Sorghum,1995,15000,88.0,1180.0,23.72
27207,Uganda,Yield,Soybeans,1995,10972,88.0,1180.0,23.72
27208,Uganda,Yield,Sweet potatoes,1995,45000,88.0,1180.0,23.72
27209,Uganda,Yield,lentil,1995,18000,88.0,1180.0,23.72
27210,Uganda,Yield,Cassava,1996,67015,88.0,1180.0,23.49
27211,Uganda,Yield,Maize,1996,12997,88.0,1180.0,23.49
27212,Uganda,Yield,Plantains and Bananas,1996,60000,88.0,1180.0,23.49
27213,Uganda,Yield,Apple,1996,60000,88.0,1180.0,23.49
27214,Uganda,Yield,"Rice, paddy",1996,14138,88.0,1180.0,23.49
27215,Uganda,Yield,Sorghum,1996,10996,88.0,1180.0,23.49
27216,Uganda,Yield,Soybeans,1996,11447,88.0,1180.0,23.49
27217,Uganda,Yield,Sweet potatoes,1996,30000,88.0,1180.0,23.49
27218,Uganda,Yield,lentil,1996,18000,88.0,1180.0,23.49
27219,Uganda,Yield,Cassava,1997,66988,88.0,1180.0,24.04
27220,Uganda,Yield,Maize,1997,12375,88.0,1180.0,24.04
27221,Uganda,Yield,Plantains and Bananas,1997,60488,88.0,1180.0,24.04
27222,Uganda,Yield,Apple,1997,64286,88.0,1180.0,24.04
27223,Uganda,Yield,"Rice, paddy",1997,13333,88.0,1180.0,24.04
27224,Uganda,Yield,Sorghum,1997,10652,88.0,1180.0,24.04
27225,Uganda,Yield,Soybeans,1997,11053,88.0,1180.0,24.04
27226,Uganda,Yield,Sweet potatoes,1997,35803,88.0,1180.0,24.04
27227,Uganda,Yield,lentil,1997,18000,88.0,1180.0,24.04
27228,Uganda,Yield,Cassava,1998,90000,88.0,1180.0,23.97
27229,Uganda,Yield,Maize,1998,15000,88.0,1180.0,23.97
27230,Uganda,Yield,Plantains and Bananas,1998,60000,88.0,1180.0,23.97
27231,Uganda,Yield,Apple,1998,64000,88.0,1180.0,23.97
27232,Uganda,Yield,"Rice, paddy",1998,14063,88.0,1180.0,23.97
27233,Uganda,Yield,Sorghum,1998,15000,88.0,1180.0,23.97
27234,Uganda,Yield,Soybeans,1998,11500,88.0,1180.0,23.97
27235,Uganda,Yield,Sweet potatoes,1998,40000,88.0,1180.0,23.97
27236,Uganda,Yield,lentil,1998,18000,88.0,1180.0,23.97
27237,Uganda,Yield,Cassava,1999,130000,88.0,1180.0,23.52
27238,Uganda,Yield,Maize,1999,17319,88.0,1180.0,23.52
27239,Uganda,Yield,Plantains and Bananas,1999,57000,88.0,1180.0,23.52
27240,Uganda,Yield,Apple,1999,70156,88.0,1180.0,23.52
27241,Uganda,Yield,"Rice, paddy",1999,13971,88.0,1180.0,23.52
27242,Uganda,Yield,Sorghum,1999,15018,88.0,1180.0,23.52
27243,Uganda,Yield,Soybeans,1999,12024,88.0,1180.0,23.52
27244,Uganda,Yield,Sweet potatoes,1999,43673,88.0,1180.0,23.52
27245,Uganda,Yield,lentil,1999,18333,88.0,1180.0,23.52
27246,Uganda,Yield,Cassava,2000,123840,88.0,1180.0,23.75
27247,Uganda,Yield,Maize,2000,17424,88.0,1180.0,23.75
27248,Uganda,Yield,Plantains and Bananas,2000,58999,88.0,1180.0,23.75
27249,Uganda,Yield,Apple,2000,70294,88.0,1180.0,23.75
27250,Uganda,Yield,"Rice, paddy",2000,15139,88.0,1180.0,23.75
27251,Uganda,Yield,Sorghum,2000,12893,88.0,1180.0,23.75
27252,Uganda,Yield,Soybeans,2000,12075,88.0,1180.0,23.75
27253,Uganda,Yield,Sweet potatoes,2000,43207,88.0,1180.0,23.75
27254,Uganda,Yield,lentil,2000,17143,88.0,1180.0,23.75
27255,Uganda,Yield,Cassava,2001,135000,88.0,1180.0,23.47
27256,Uganda,Yield,Maize,2001,18006,88.0,1180.0,23.47
27257,Uganda,Yield,Plantains and Bananas,2001,60000,88.0,1180.0,23.47
27258,Uganda,Yield,Apple,2001,69589,88.0,1180.0,23.47
27259,Uganda,Yield,"Rice, paddy",2001,15000,88.0,1180.0,23.47
27260,Uganda,Yield,Sorghum,2001,15000,88.0,1180.0,23.47
27261,Uganda,Yield,Soybeans,2001,11339,88.0,1180.0,23.47
27262,Uganda,Yield,Sweet potatoes,2001,43969,88.0,1180.0,23.47
27263,Uganda,Yield,lentil,2001,17500,88.0,1180.0,23.47
27264,Uganda,Yield,Cassava,2002,135000,88.0,1180.0,23.99
27265,Uganda,Yield,Maize,2002,18003,88.0,1180.0,23.99
27266,Uganda,Yield,Plantains and Bananas,2002,60000,88.0,1180.0,23.99
27267,Uganda,Yield,Apple,2002,70000,88.0,1180.0,23.99
27268,Uganda,Yield,"Rice, paddy",2002,15000,88.0,1180.0,23.99
27269,Uganda,Yield,Sorghum,2002,14982,88.0,1180.0,23.99
27270,Uganda,Yield,Soybeans,2002,10993,88.0,1180.0,23.99
27271,Uganda,Yield,Sweet potatoes,2002,44007,88.0,1180.0,23.99
27272,Uganda,Yield,lentil,2002,17500,88.0,1180.0,23.99
27273,Uganda,Yield,Cassava,2004,135135,88.0,1180.0,24.02
27274,Uganda,Yield,Maize,2004,14400,88.0,1180.0,24.02
27275,Uganda,Yield,Plantains and Bananas,2004,58000,88.0,1180.0,24.02
27276,Uganda,Yield,Apple,2004,69036,88.0,1180.0,24.02
27277,Uganda,Yield,"Rice, paddy",2004,13011,88.0,1180.0,24.02
27278,Uganda,Yield,Sorghum,2004,14000,88.0,1180.0,24.02
27279,Uganda,Yield,Soybeans,2004,10972,88.0,1180.0,24.02
27280,Uganda,Yield,Sweet potatoes,2004,44020,88.0,1180.0,24.02
27281,Uganda,Yield,lentil,2004,16667,88.0,1180.0,24.02
27282,Uganda,Yield,Cassava,2005,144083,88.0,1180.0,24.29
27283,Uganda,Yield,Maize,2005,15859,88.0,1180.0,24.29
27284,Uganda,Yield,Plantains and Bananas,2005,54000,88.0,1180.0,24.29
27285,Uganda,Yield,Apple,2005,68023,88.0,1180.0,24.29
27286,Uganda,Yield,"Rice, paddy",2005,15000,88.0,1180.0,24.29
27287,Uganda,Yield,Sorghum,2005,15272,88.0,1180.0,24.29
27288,Uganda,Yield,Soybeans,2005,10972,88.0,1180.0,24.29
27289,Uganda,Yield,Sweet potatoes,2005,44136,88.0,1180.0,24.29
27290,Uganda,Yield,lentil,2005,16667,88.0,1180.0,24.29
27291,Uganda,Yield,Cassava,2006,129974,88.0,1180.0,23.95
27292,Uganda,Yield,Maize,2006,15361,88.0,1180.0,23.95
27293,Uganda,Yield,Plantains and Bananas,2006,53989,88.0,1180.0,23.95
27294,Uganda,Yield,Apple,2006,69778,88.0,1180.0,23.95
27295,Uganda,Yield,"Rice, paddy",2006,13628,88.0,1180.0,23.95
27296,Uganda,Yield,Sorghum,2006,14286,88.0,1180.0,23.95
27297,Uganda,Yield,Soybeans,2006,12069,88.0,1180.0,23.95
27298,Uganda,Yield,Sweet potatoes,2006,45000,88.0,1180.0,23.95
27299,Uganda,Yield,lentil,2006,18000,88.0,1180.0,23.95
27300,Uganda,Yield,Cassava,2007,128834,88.0,1180.0,23.68
27301,Uganda,Yield,Maize,2007,14950,88.0,1180.0,23.68
27302,Uganda,Yield,Plantains and Bananas,2007,55012,88.0,1180.0,23.68
27303,Uganda,Yield,Apple,2007,69892,88.0,1180.0,23.68
27304,Uganda,Yield,"Rice, paddy",2007,13613,88.0,1180.0,23.68
27305,Uganda,Yield,Sorghum,2007,14573,88.0,1180.0,23.68
27306,Uganda,Yield,Soybeans,2007,11973,88.0,1180.0,23.68
27307,Uganda,Yield,Sweet potatoes,2007,45912,88.0,1180.0,23.68
27308,Uganda,Yield,lentil,2007,17273,88.0,1180.0,23.68
27309,Uganda,Yield,Cassava,2008,72252,88.0,1180.0,23.68
27310,Uganda,Yield,Maize,2008,22005,88.0,1180.0,23.68
27311,Uganda,Yield,Plantains and Bananas,2008,46017,88.0,1180.0,23.68
27312,Uganda,Yield,Apple,2008,47419,88.0,1180.0,23.68
27313,Uganda,Yield,"Rice, paddy",2008,13895,88.0,1180.0,23.68
27314,Uganda,Yield,Sorghum,2008,10663,88.0,1180.0,23.68
27315,Uganda,Yield,Soybeans,2008,7097,88.0,1180.0,23.68
27316,Uganda,Yield,Sweet potatoes,2008,42014,88.0,1180.0,23.68
27317,Uganda,Yield,lentil,2008,17273,88.0,1180.0,23.68
27318,Uganda,Yield,Cassava,2009,71829,88.0,1180.0,24.18
27319,Uganda,Yield,Maize,2009,24996,88.0,1180.0,24.18
27320,Uganda,Yield,Plantains and Bananas,2009,48004,88.0,1180.0,24.18
27321,Uganda,Yield,Apple,2009,46286,88.0,1180.0,24.18
27322,Uganda,Yield,"Rice, paddy",2009,23926,88.0,1180.0,24.18
27323,Uganda,Yield,Sorghum,2009,11009,88.0,1180.0,24.18
27324,Uganda,Yield,Soybeans,2009,6000,88.0,1180.0,24.18
27325,Uganda,Yield,Sweet potatoes,2009,41965,88.0,1180.0,24.18
27326,Uganda,Yield,lentil,2009,16667,88.0,1180.0,24.18
27327,Uganda,Yield,Cassava,2010,61120,88.0,1180.0,24.14
27328,Uganda,Yield,Maize,2010,22999,88.0,1180.0,24.14
27329,Uganda,Yield,Plantains and Bananas,2010,48000,88.0,1180.0,24.14
27330,Uganda,Yield,Apple,2010,47714,88.0,1180.0,24.14
27331,Uganda,Yield,"Rice, paddy",2010,25070,88.0,1180.0,24.14
27332,Uganda,Yield,Sorghum,2010,11008,88.0,1180.0,24.14
27333,Uganda,Yield,Soybeans,2010,6000,88.0,1180.0,24.14
27334,Uganda,Yield,Sweet potatoes,2010,44955,88.0,1180.0,24.14
27335,Uganda,Yield,lentil,2010,16667,88.0,1180.0,24.14
27336,Uganda,Yield,Cassava,2011,48728,88.0,1180.0,23.89
27337,Uganda,Yield,Maize,2011,23999,88.0,1180.0,23.89
27338,Uganda,Yield,Plantains and Bananas,2011,48000,88.0,1180.0,23.89
27339,Uganda,Yield,Apple,2011,49920,88.0,1180.0,23.89
27340,Uganda,Yield,"Rice, paddy",2011,25889,88.0,1180.0,23.89
27341,Uganda,Yield,Sorghum,2011,12005,88.0,1180.0,23.89
27342,Uganda,Yield,Soybeans,2011,7000,88.0,1180.0,23.89
27343,Uganda,Yield,Sweet potatoes,2011,40000,88.0,1180.0,23.89
27344,Uganda,Yield,lentil,2011,17692,88.0,1180.0,23.89
27345,Uganda,Yield,Cassava,2012,32973,88.0,1180.0,24.03
27346,Uganda,Yield,Maize,2012,24996,88.0,1180.0,24.03
27347,Uganda,Yield,Plantains and Bananas,2012,45999,88.0,1180.0,24.03
27348,Uganda,Yield,Apple,2012,49440,88.0,1180.0,24.03
27349,Uganda,Yield,"Rice, paddy",2012,23043,88.0,1180.0,24.03
27350,Uganda,Yield,Sorghum,2012,9008,88.0,1180.0,24.03
27351,Uganda,Yield,Soybeans,2012,5001,88.0,1180.0,24.03
27352,Uganda,Yield,Sweet potatoes,2012,40978,88.0,1180.0,24.03
27353,Uganda,Yield,lentil,2012,14286,88.0,1180.0,24.03
27354,Uganda,Yield,Cassava,2013,35006,88.0,1180.0,24.13
27355,Uganda,Yield,Maize,2013,24949,88.0,1180.0,24.13
27356,Uganda,Yield,Plantains and Bananas,2013,45000,88.0,1180.0,24.13
27357,Uganda,Yield,Apple,2013,45013,88.0,1180.0,24.13
27358,Uganda,Yield,"Rice, paddy",2013,23011,88.0,1180.0,24.13
27359,Uganda,Yield,Sorghum,2013,8016,88.0,1180.0,24.13
27360,Uganda,Yield,Soybeans,2013,5000,88.0,1180.0,24.13
27361,Uganda,Yield,Sweet potatoes,2013,40059,88.0,1180.0,24.13
27362,Uganda,Yield,lentil,2013,14286,88.0,1180.0,24.13
27363,Ukraine,Yield,Maize,1992,25072,66772.0,565.0,8.07
27364,Ukraine,Yield,Apple,1992,118906,66772.0,565.0,8.07
27365,Ukraine,Yield,"Rice, paddy",1992,37722,66772.0,565.0,8.07
27366,Ukraine,Yield,Sorghum,1992,8571,66772.0,565.0,8.07
27367,Ukraine,Yield,Soybeans,1992,7836,66772.0,565.0,8.07
27368,Ukraine,Yield,lentil,1992,30926,66772.0,565.0,8.07
27369,Ukraine,Yield,Maize,1993,28445,61843.46,565.0,6.89
27370,Ukraine,Yield,Apple,1993,136956,61843.46,565.0,6.89
27371,Ukraine,Yield,"Rice, paddy",1993,29565,61843.46,565.0,6.89
27372,Ukraine,Yield,Sorghum,1993,7143,61843.46,565.0,6.89
27373,Ukraine,Yield,Soybeans,1993,8714,61843.46,565.0,6.89
27374,Ukraine,Yield,lentil,1993,37980,61843.46,565.0,6.89
27375,Ukraine,Yield,Maize,1994,23614,56914.93,565.0,7.98
27376,Ukraine,Yield,Apple,1994,105449,56914.93,565.0,7.98
27377,Ukraine,Yield,"Rice, paddy",1994,35909,56914.93,565.0,7.98
27378,Ukraine,Yield,Sorghum,1994,6000,56914.93,565.0,7.98
27379,Ukraine,Yield,Soybeans,1994,7203,56914.93,565.0,7.98
27380,Ukraine,Yield,lentil,1994,30745,56914.93,565.0,7.98
27381,Ukraine,Yield,Maize,1995,29207,51986.39,565.0,8.26
27382,Ukraine,Yield,Apple,1995,96233,51986.39,565.0,8.26
27383,Ukraine,Yield,"Rice, paddy",1995,36409,51986.39,565.0,8.26
27384,Ukraine,Yield,Sorghum,1995,8942,51986.39,565.0,8.26
